Word	uniqueID	Example image	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	WordNet Synonyms	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	"Definition (from WordNet, Google, or Wikipedia)"	Number of word meanings in list
shell	shell3	https://imgur.com/WD9dtGX	0	1	3391	4.8	2014	12957	0.94	2576	2241	674	Noun				thing found on a beach	shell	n11683556	shell%1:20:00::	shell#4	shell.n.04	the hard usually fibrous outer layer of some fruits especially nuts	3
shield	shield	https://imgur.com/vifIo3b	0	1	6827.5	4.66	4597	3370	0.94	6301	1206	418	Noun				armor	"shield, buckler"	n04192698	shield%1:06:01::	shield#2	shield.n.02	armor carried on the arm to intercept blows	1
ship	ship	https://imgur.com/vl6mX58	0	1	1925.5	4.87	29942	32588	0.93	1221	4729	5043	Noun		vehicle	vehicle	boat	ship	n04194289	ship%1:06:00::	ship#1	ship.n.01	a vessel that carries passengers or freight	1
shirt	shirt	https://imgur.com/7HDFvfc	0	1	1411	4.94	23081	21486	0.9	1781	2803	2365	Noun	clothing	clothing	clothing	clothing	shirt	n04197391	shirt%1:06:00::	shirt#1	shirt.n.01	a garment worn on the upper half of the body	1
shoe	shoe	https://imgur.com/pwan9iP	0	1	979.5	4.97	8549	26945	0.94	1427	1164	1550	Noun			clothing	footwear	shoe	n04199027	shoe%1:06:00::	shoe#1	shoe.n.01	footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material	1
shoe polish	shoe_polish	https://imgur.com/8FZg3hr	1	1	13839.5	4.86	129					0	#N/A				"shoe care, shoe accessory"	"shoe_polish, blacking"	n15039568	shoe_polish%1:27:00::	shoe_polish#1	shoe_polish.n.01	a substance used to produce a shiny protective surface on footwear	1
shoehorn	shoehorn	https://imgur.com/twEigSh	0	1	19364	4.57	23				10	13	Noun	tool			"footwear accessory, tool"	shoehorn	n04200537	shoehorn%1:06:00::	shoehorn#1	shoehorn.n.01	a device used for easing the foot into a shoe	1
shoelace	shoelace	https://imgur.com/gFEurL2	0	1	9776.5	5	125	328	0.89	21995	22	38	Noun				shoe accessory	"shoelace, shoe_lace, shoestring, shoe_string"	n04200637	shoelace%1:06:00::	shoelace#1	shoelace.n.01	a lace used for fastening shoes	1
shopping basket	shopping_basket	https://imgur.com/zc1SJ1n	1	1	14488.5	5	41					0	#N/A	container	container	container	container	shopping_basket	n04204238	shopping_basket%1:06:00::	shopping_basket#1	shopping_basket.n.01	a handbasket used to carry goods while shopping	1
shopping cart	shopping_cart	https://imgur.com/QAMGqOB	1	1	10296.5	4.86	426					0	#N/A		"container, vehicle"	container	"shopping aid, item carrier"	shopping_cart	n04204347	shopping_cart%1:06:00::	shopping_cart#1	shopping_cart.n.01	a handcart that holds groceries or other goods while shopping	1
shortbread	shortbread	https://imgur.com/5V5Sj5o	0	1	16386	4.56	305	155	0.81	30330	47	10	Noun	"food, dessert"		"food, dessert"	"cookie, dessert, baked good, food"	"shortbread, shortbread_cookie"	n07636020	shortbread%1:13:00::	shortbread#1	shortbread.n.01	very rich thick butter cookie	1
shorts	shorts	https://imgur.com/1kMALU5	0	1	4446	4.82	6646	5148	0.92	4915	848	480	Noun	clothing	clothing	clothing	clothing	"short_pants, shorts, trunks"	n04205318	shorts%1:06:00::	shorts#1	shorts.n.01	trousers that end at or above the knee	1
shoulder	shoulder	https://imgur.com/8i0Whwx	0	1	1126	4.93	33809	42843	0.89	987	4788	1336	Noun	body part	body part	body part	body part	shoulder	n05548840	shoulder%1:08:00::	shoulder#1	shoulder.n.01	the part of the body between the neck and the upper arm	1
shovel	shovel	https://imgur.com/gjhOeON	0	1	4009	4.97	2596	2654	0.92	7367	204	349	Noun	tool	tool	tool	"tool, garden tool"	shovel	n04208210	shovel%1:06:00::	shovel#1	shovel.n.01	a hand tool for lifting loose material; consists of a curved container or scoop and a handle	1
shower	shower	https://imgur.com/iKSrHG9	0	1	2792	4.89	10333	9624	0.93	3225	1569	2097	Noun				bathroom fixture	shower	n04208936	shower%1:06:00::	shower#1	shower.n.01	a plumbing fixture that sprays water over you	1
shower cap	shower_cap	https://imgur.com/vTvcP4J	1	1	14957	4.89	62					0	#N/A		clothing		shower accessory	shower_cap	n04209133	shower_cap%1:06:00::	shower_cap#1	shower_cap.n.01	a tight cap worn to keep hair dry while showering	1
shower curtain	shower_curtain	https://imgur.com/3amyc0s	1	1	14245.5	4.58	300					0	#N/A				bathroom accessory	shower_curtain	n04209239	shower_curtain%1:06:00::	shower_curtain#1	shower_curtain.n.01	a curtain that keeps water from splashing out of the shower area	1
showerhead	showerhead	https://imgur.com/z3QzFTx	0	1	13025	4.93	115	131	0.84	31720		9	Noun				"plumbing accessory, bathroom fixture"	showerhead	n04209383	showerhead%1:06:00::	showerhead#1	showerhead.n.01	a perforated nozzle that showers water on a bather	1
shredder	shredder	https://imgur.com/cBrgbtA	0	1	14164.5	4.59	301	299	0.88	22924	24	17	Noun			electronic device	office equipment	shredder	n04210120	shredder%1:06:00::	shredder#1	shredder.n.01	a device that shreds documents (usually in order to prevent the wrong people from reading them)	1
shrimp	shrimp	https://imgur.com/LnNDPYz	0	1	4221	4.8	8370	6631	0.92	4177	228	444	Noun			"animal, food"	seafood	"prawn, shrimp"	n07794159	shrimp%1:13:00::	shrimp#2	shrimp.n.02	any of various edible decapod crustaceans	1
shuffleboard	shuffleboard	https://imgur.com/Fn5paKL	0	0.96	15857	4.74	125	89	0.87	35343		20	Noun				game	"shuffleboard, shovelboard"	n00467536	shuffleboard%1:04:00::	shuffleboard#1	shuffleboard.n.01	a game in which players use long sticks to shove wooden disks onto the scoring area marked on a smooth surface	1
shutter	shutter	https://imgur.com/RAZvYpp	0	1	10411.5	4.38	1077	1837	0.91	9199	133	74	Noun				"window covering, window accessory"	shutter	n04211356	shutter%1:06:00::	shutter#2	shutter.n.02	a hinged blind for a window	1
sickle	sickle	https://imgur.com/7rkqyNT	0	1	8815	4.88	768	637	0.9	16247	165	28	Noun		tool	tool	farm tool	"sickle, reaping_hook, reap_hook"	n04213353	sickle%1:06:00::	sickle#1	sickle.n.01	an edge tool for cutting grass or crops; has a curved blade and a short handle	1
sidecar	sidecar	https://imgur.com/qjayqL5	0	1	15008	4.82	125	91	0.78	36242	77	30	Noun				motorcycle accessory	sidecar	n04214282	sidecar%1:06:00::	sidecar#2	sidecar.n.02	conveyance consisting of a small carrier attached to the side of a motorcycle	1
sifter	sifter	https://imgur.com/KAXJCng	0	0.97	16845	4.64	82	89	0.77	36726	2	5	Noun	kitchen tool		kitchen tool	"baking tool, kitchen tool"	sifter	n04216860	sifter%1:06:00::	sifter#1	sifter.n.01	a household sieve (as for flour)	1
silicone	silicone	https://imgur.com/MhpSBRv	0	0.96	12052.5	4.33	1429	1125	0.8	12915		40	Noun				synthetic material	"silicone, silicone_polymer"	n15040493	silicone%1:27:00::	silicone#1	silicone.n.01	any of a large class of siloxanes that are unusually stable over a wide range of temperatures; used in lubricants and adhesives and coatings and synthetic rubber and electrical insulation	1
silverware	silverware	https://imgur.com/kAqRAED	0	1	11291.5	4.66	835	601	0.89	16790		109	Noun				"utensil, eating utensil"	silverware	n04221424	silverware%1:06:00::	silverware#1	silverware.n.01	tableware made of silver or silver plate or pewter or stainless steel	1
sim card	sim_card	https://imgur.com/VXRXkAI	1	0.97	17484.5	4.64	63					0	#N/A				cellphone part	"sim_card, sim"					"a smart card inside a mobile phone, carrying an identification number unique to the owner, storing personal data, and preventing operation if removed"	1
sink	sink	https://imgur.com/chxULw1	0	1	4757	4.74	7596	7052	0.9	4056	1893	863	Noun				"bathroom fixture, plumbing fixture"	sink	n04223580	sink%1:06:00::	sink#1	sink.n.01	plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe	1
siren	siren	https://imgur.com/XVAvNpU	0	1	8790	4.45	1832	3027	0.9	6847	257	334	Noun				alarm	siren	n04224395	siren%1:06:00::	siren#3	siren.n.03	an acoustic device producing a loud often wailing sound as a signal or warning	1
skateboard	skateboard	https://imgur.com/DHf1CQk	0	1	9557	4.86	555	539	0.89	17727	63	85	Noun	sports equipment	"container, vehicle"	"toy, vehicle, sports equipment"	sports equipment	skateboard	n04225987	skateboard%1:06:00::	skateboard#1	skateboard.n.01	a board with wheels that is ridden in a standing or crouching position and propelled by foot	1
skeleton	skeleton	https://imgur.com/U56iNZP	0	1	3650	4.97	2892	3154	0.93	6566		261	Noun		body part	body part	human remains	"skeletal_system, skeleton, frame, systema_skeletale"	n05585383	skeleton%1:08:00::	skeleton#3	skeleton.n.03	the hard structure (bones and cartilages) that provides a frame for the body of an animal	1
skewer	skewer	https://imgur.com/vGcNkcq	0	1	11357	4.46	584	1031	0.85	13116	53	21	Noun	kitchen tool		kitchen tool	kitchen tool	skewer	n04227900	skewer%1:06:00::	skewer#1	skewer.n.01	a long pin for holding meat in position while it is being roasted	1
ski	ski	https://imgur.com/3W54Cd6	0	1	5244.5	4.63	11988	11656	0.83	3051	891	413	Noun	sports equipment		sports equipment	sports equipment	ski	n04228054	ski%1:06:00::	ski#1	ski.n.01	narrow wood or metal or plastic runners used in pairs for gliding over snow	1
ski boots	ski_boots	https://imgur.com/ivfmK9V	1	1	14533	4.78	141					0	#N/A	sports equipment		"sports equipment, clothing"	sports equipment	ski_boot	n04228581	ski_boot%1:06:00::	ski_boot#1	ski_boot.n.01	a stiff boot that is fastened to a ski with a ski binding	1
ski lift	ski_lift	https://imgur.com/KOBLwVs	1	1	13134	5	93					0	#N/A				transportation device	"ski_tow, ski_lift, lift"	n04231693	ski_lift%1:06:00::	ski_lift#1	ski_lift.n.01	a powered conveyance that carries skiers up a hill	1
ski pole	ski_pole	https://imgur.com/T0voCsB	1	1	15661.5	4.86	49					0	#N/A	sports equipment		sports equipment	"ski equipment, sports equipment"	ski_pole	n04230603	ski_pole%1:06:00::	ski_pole#1	ski_pole.n.01	a pole with metal points used as an aid in skiing	1
skin	skin	https://imgur.com/XCibC0c	0	1	2701.5	4.79	51833	39893	0.92	1020	7053	2246	Noun	body part	body part	body part	body part	"skin, tegument, cutis"	n05238282	skin%1:08:00::	skin#1	skin.n.01	a natural protective body covering and site of the sense of touch	1
skirt	skirt	https://imgur.com/LUEjGDU	0	1	3758	4.82	7997	8167	0.9	3664	1492	508	Noun	clothing	clothing	clothing	"clothing, women's clothing"	skirt	n04230808	skirt%1:06:00::	skirt#2	skirt.n.02	a garment hanging from the waist; worn mainly by girls and women	1
skull	skull	https://imgur.com/bXA5YTf	0	1	3997	4.83	7233	6313	0.92	4280	1136	750	Noun	body part	body part	body part	body part	skull	n05540121	skull%1:08:00::	skull#1	skull.n.01	the bony skeleton of the head of vertebrates	1
skunk	skunk	https://imgur.com/6FHgd5v	0	1	8325.5	4.88	806	738	0.9	15107	42	166	Noun	animal	animal	animal	animal	"skunk, polecat, wood_pussy"	n02445715	skunk%1:05:00::	skunk#4	skunk.n.04	American musteline mammal typically ejecting an intensely malodorous fluid when startled; in some classifications put in a separate subfamily Mephitinae	1
sled	sled	https://imgur.com/rShNQnN	0	1	5664	5	895	1243	0.89	11587	27	149	Adjective	sports equipment	vehicle	"vehicle, sports equipment"	"sports equipment, recreational vehicle"	"sled, sledge, sleigh"	n04235291	sled%1:06:00::	sled#1	sled.n.01	a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow	1
sledgehammer	sledgehammer	https://imgur.com/3FRdiI4	0	0.97	10268.5	4.89	433	388	0.9	20352		45	Noun	tool	tool	tool	tool	"maul, sledge, sledgehammer"	n03731695	sledgehammer%1:06:00::	sledgehammer#1	sledgehammer.n.01	a heavy long-handled hammer used to drive stakes or wedges	1
sleeping bag	sleeping_bag	https://imgur.com/f21W7RO	1	1	7526	4.79	1370					0	#N/A		container		camping equipment	sleeping_bag	n04235860	sleeping_bag%1:06:00::	sleeping_bag#1	sleeping_bag.n.01	large padded bag designed to be slept in outdoors; usually rolls up like a bedroll	1
slicer	slicer	https://imgur.com/B3HyKbG	0	1	14662	4.72	179	165	0.84	29323		6	Noun	kitchen appliance		"electronic device, kitchen appliance"	kitchen appliance	slicer	n04237423	slicer%1:06:02::	slicer#2	slicer.n.02	a machine for cutting; usually with a revolving blade	1
slide	slide	https://imgur.com/szzJnRQ	0	1	6985.5	4.48	6121	7780	0.93	3705	1639	909	Verb		toy		playground equipment	"slide, playground_slide, sliding_board"	n04238128	slide%1:06:03::	slide#4	slide.n.04	plaything consisting of a sloping chute down which children can slide	1
slime	slime	https://imgur.com/leTf2C2	0	1	12663	4.48	839	631	0.89	16389	152	141	Noun	toy			toy	"sludge, slime, goo, goop, gook, guck, gunk, muck, ooze"	n14956661	slime%1:27:00::	slime#1	slime.n.01	"any thick, viscous matter"	1
sling	sling	https://imgur.com/pjS8rHd	0	1	11193.5	4.52	955	913	0.91	13468	230	117	Noun	medical equipment		medical equipment	medical equipment	"sling, scarf_bandage, triangular_bandage"	n04239436	sling%1:06:00::	sling#5	sling.n.05	bandage to support an injured forearm; consisting of a wide triangular piece of cloth hanging from around the neck	1
slingshot	slingshot	https://imgur.com/9kBIDZn	0	1	11206.5	4.87	351	308	0.88	22612	11	71	Noun	weapon	toy	"weapon, toy"	weapon	"slingshot, sling, catapult"	n04240097	slingshot%1:06:00::	slingshot#1	slingshot.n.01	a plaything consisting of a Y-shaped stick with elastic between the arms; used to propel small stones	1
slipper	slipper	https://imgur.com/YMEEGy7	0	1	5838.5	4.86	603	2000	0.87	8951	125	113	Noun			clothing	footwear	"slipper, carpet_slipper"	n04241394	slipper%1:06:00::	slipper#1	slipper.n.01	low footwear that can be slipped on and off easily; usually worn indoors	1
slot	slot	https://imgur.com/T08Jkwk	0	1	7884.5	4.45	4546	5130	0.94	4889	750	280	Noun				hole	slot	n04243370	slot%1:06:00::	slot#2	slot.n.02	a small slit (as for inserting a coin or depositing mail)	1
slot machine	slot_machine	https://imgur.com/Gk9F1Un	1	1	13009.5	4.83	202					0	#N/A			electronic device	gambling device	"slot_machine, coin_machine"	n04243941	slot_machine%1:06:00::	slot_machine#1	slot_machine.n.01	a machine that is operated by the insertion of a coin in a slot	1
sloth	sloth	https://imgur.com/yihiw6Q	0	1	10540	4.83	485	437	0.82	20105	79	74	Noun	animal	animal	animal	animal	"sloth, tree_sloth"	n02456962	sloth%1:05:00::	sloth#2	sloth.n.02	any of several slow-moving arboreal mammals of South America and Central America; they hang from branches back downward and feed on leaves and fruits	1
slug	slug	https://imgur.com/J71b3ZF	0	1	8793.5	4.64	1122	1488	0.89	10484	213	253	Noun	animal	animal	animal	animal	slug	n01945685	slug%1:05:00::	slug#7	slug.n.07	any of various terrestrial gastropods having an elongated slimy body and no external shell	1
smoke alarm	smoke_alarm	https://imgur.com/WpBV31R	1	1	15618	4.74	101					0	#N/A			electronic device	fire safety equipment	"fire_alarm, smoke_alarm"	n03343737	smoke_alarm%1:06:00::	smoke_alarm#1	smoke_alarm.n.01	an alarm that is tripped off by fire or smoke	1
smoothie	smoothie	https://imgur.com/Ih9N3mW	0	1	15149	4.62	536	201	0.83	27440	24	37	Noun	drink	"food, beverage"	drink	drink	smoothie	n07914271	smoothie%1:13:00::	smoothie#2	smoothie.n.02	a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk	1
snack	snack	https://imgur.com/fC71M8k	0	1	8676.5	4.36	3866	4758	0.91	5241	346	466	Noun	food	food	food	food	"bite, collation, snack"	n07577374	snack%1:13:00::	snack#1	snack.n.01	a light informal meal	1
snail	snail	https://imgur.com/JSDDSNV	0	1	5829	4.93	1125	1461	0.91	10425	294	90	Noun	animal	animal	animal	"animal, mollusk"	snail	n01944390	snail%1:05:00::	snail#1	snail.n.01	freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell	1
snake	snake	https://imgur.com/e9m6at4	0	1	1880.5	5	7296	8523	0.93	3504	754	1140	Noun		animal	animal	reptile	"snake, serpent, ophidian"	n01726692	snake%1:05:00::	snake#1	snake.n.01	limbless scaly elongate reptile; some are venomous	1
snorkel	snorkel	https://imgur.com/xQNGCe7	0	1	16994.5	4.56	150	121	0.88	32000	21	31	Noun			sports equipment	"swimming equipment, diving equipment"	snorkel	n04251144	snorkel%1:06:01::	snorkel#1	snorkel.n.01	breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water	1
snow	snow	https://imgur.com/CbQqlW8	0	1	2517.5	4.85	34203	21011	0.92	1791	3536	1599	Noun				"frozen precipitation, weather"	"snow, snowfall"	n11508382	snow%1:19:00::	snow#1	snow.n.01	precipitation falling from clouds in the form of ice crystals	1
snowball	snowball	https://imgur.com/Q2DbOKl	0	1	7411	4.93	864	825	0.93	14081	122	71	Noun		toy		ice	snowball	n04251560	snowball%1:06:00::	snowball#4	snowball.n.04	snow pressed into a ball for throwing (playfully)	1
snowboard	snowboard	https://imgur.com/RFG6q8x	0	1	9443	4.86	671	558	0.84	17864		40	Noun	sports equipment		sports equipment	sports equipment	snowboard	n04251791	snowboard%1:06:00::	snowboard#1	snowboard.n.01	a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes	1
snowman	snowman	https://imgur.com/Hma5beA	0	1	12303.5	4.64	494	461	0.89	19019	77	97	Noun				sculpture	snowman	n04251983	snowman%1:06:00::	snowman#1	snowman.n.01	a figure of a person made of packed snow	1
snowmobile	snowmobile	https://imgur.com/36ky3tU	0	1	8524.5	4.81	594	884	0.85	14192		15	Noun	vehicle	"container, vehicle"	vehicle	"vehicle, recreational vehicle"	snowmobile	n04252077	snowmobile%1:06:00::	snowmobile#1	snowmobile.n.01	tracked vehicle for travel on snow having skis in front	1
snowplow	snowplow	https://imgur.com/ztHzg75	0	1	12124	4.97	162	160	0.8	30130		20	Noun	vehicle	"container, vehicle"	vehicle	"snow removal equipment, vehicle, utility vehicle"	"snowplow, snowplough"	n04252225	snowplow%1:06:00::	snowplow#1	snowplow.n.01	a vehicle used to push snow from roads	1
snowshoe	snowshoe	https://imgur.com/XEKIuf2	0	1	11219.5	4.67	326	596	0.8	17773	6	2	Verb			"sports equipment, clothing"	winter gear	snowshoe	n04252331	snowshoe%1:06:00::	snowshoe#1	snowshoe.n.01	a device to help you walk on deep snow; a lightweight frame shaped like a racquet is strengthened with cross pieces and contains a network of thongs; one is worn on each foot	1
snowsuit	snowsuit	https://imgur.com/NkxMEw0	0	1	12388.5	5	129	133	0.81	31825		6	Noun	clothing	clothing	clothing	"winter clothing, clothing, outerwear"	snowsuit	n04252560	snowsuit%1:06:00::	snowsuit#1	snowsuit.n.01	a child's overgarment for cold weather	1
soap	soap	https://imgur.com/3TdrfV3	0	1	2981	4.93	6750	5952	0.94	4382	1351	775	Noun				personal hygiene item	soap	n04253437	soap%1:06:00::	soap#1	soap.n.01	a cleansing agent made from the salts of vegetable or animal fats	1
soccer ball	soccer_ball	https://imgur.com/gIXHG9E	1	1	10330.5	4.89	380					0	#N/A	sports equipment		sports equipment	sports equipment	soccer_ball	n04254680	soccer_ball%1:06:00::	soccer_ball#1	soccer_ball.n.01	an inflated ball used in playing soccer	1
sock	sock	https://imgur.com/j8UxQxD	0	1	3106.5	4.91	1722	6273	0.92	4314	240	458	Noun	clothing	clothing	clothing	"clothing, footwear"	sock	n04254777	sock%1:06:00::	sock#1	sock.n.01	hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee	1
soda	soda	https://imgur.com/7ZrdgvU	0	1	2928.5	4.97	5990	4777	0.92	5179	366	1012	Noun	drink	"food, beverage"	drink	drink	"pop, soda, soda_pop, soda_water, tonic"	n07927512	soda%1:13:00::	soda#2	soda.n.02	a sweet drink containing carbonated water and flavoring	1
soda fountain	soda_fountain	https://imgur.com/srSUYo8	1	1	17283	4.46	149					0	#N/A				drink dispenser	soda_fountain	n04255670	soda_fountain%1:06:00::	soda_fountain#2	soda_fountain.n.02	an apparatus for dispensing soda water	1
sofa bed	sofa_bed	https://imgur.com/FXpUS8v	1	1	15597	4.78	85					0	#N/A	furniture	furniture	furniture	furniture	"convertible, sofa_bed"	n03100346	sofa_bed%1:06:00::	sofa_bed#1	sofa_bed.n.01	a sofa that can be converted into a bed	1
solar panel	solar_panel	https://imgur.com/mUqgihy	1	0.96	12565	4.85	222					0	#N/A				energy source	"solar_array, solar_battery, solar_panel"	n04257790	solar_panel%1:06:00::	solar_panel#1	solar_panel.n.01	electrical device consisting of a large array of connected solar cells	1
soldering iron	soldering_iron	https://imgur.com/qdESeo2	1	0.97	17147	4.68	62					0	#N/A	tool	tool	tool	tool	soldering_iron	n04258859	soldering_iron%1:06:00::	soldering_iron#1	soldering_iron.n.01	a hand tool with a heatable tip; used to melt and apply solder	1
sombrero	sombrero	https://imgur.com/0rkt53B	0	1	14184.5	4.7	220	210	0.84	26838		14	Noun		clothing	"clothing, clothing accessory"	hat	sombrero	n04259630	sombrero%1:06:00::	sombrero#1	sombrero.n.01	a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico	1
sonogram	sonogram	https://imgur.com/Af4f1z6	0	0.97	16184.5	4.48	265	209	0.88	26379		14	Noun				medical imaging	"sonogram, echogram"	n04260364	sonogram%1:06:00::	sonogram#1	sonogram.n.01	an image of a structure that is produced by ultrasonography (reflections of high-frequency sound waves); used to observe fetal growth or to study bodily organs	1
sorbet	sorbet	https://imgur.com/TqiGWpp	0	1	14053	4.43	626	468	0.85	19261	33	14	Noun	dessert	"food, dessert"	"food, dessert"	"dessert, frozen dessert"	"water_ice, sorbet"	n07614348	sorbet%1:13:00::	sorbet#1	sorbet.n.01	an ice containing no milk but having a mushy consistency; usually made from fruit juice	1
souffle	souffle	https://imgur.com/dUmGlcl	0	0.88	12735.5	4.57	423	491	0.82	19143		22	#N/A	"food, dessert"	food	"food, dessert"	"food, dessert"	souffle	n07843464	souffle%1:13:00::	souffle#1	souffle.n.01	light fluffy dish of egg yolks and stiffly beaten egg whites mixed with e.g. cheese or fish or fruit	1
soup	soup	https://imgur.com/UMflaQ6	0	1	4414.5	4.72	12719	10571	0.93	3016	1353	1285	Noun	food	food	food	food	soup	n07583197	soup%1:13:00::	soup#1	soup.n.01	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food	1
soy sauce	soy_sauce	https://imgur.com/bmTzUC9	1	1	4680	4.97	1968					0	#N/A		food	food	condiment	"soy_sauce, soy"	n07825972	soy%1:13:01::	soy#3	soy.n.03	thin sauce made of fermented soy beans	1
space shuttle	space_shuttle	https://imgur.com/W4bO1R0	1	1	6332.5	4.82	1957					0	#N/A		vehicle	vehicle	spacecraft	space_shuttle	n04266014	space_shuttle%1:06:00::	space_shuttle#1	space_shuttle.n.01	a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere	1
spacesuit	spacesuit	https://imgur.com/kcaMSXj	0	1	10071.5	4.96	294	333	0.79	22883	31	6	Noun		clothing	clothing	"astronaut apparel, astronaut equipment, uniform"	spacesuit	n04266375	spacesuit%1:06:00::	spacesuit#1	spacesuit.n.01	a pressure suit worn by astronauts while in outer space	1
spaghetti	spaghetti	https://imgur.com/aKrGa47	0	1	4787	5	2378	1739	0.92	9386		302	Noun	food		food	food	spaghetti	n07699914	spaghetti%1:13:00::	spaghetti#2	spaghetti.n.02	pasta in the form of long strings	1
spam	spam	https://imgur.com/MuXqt07	0	0.97	13196.5	4.18	1304	1083	0.81	13081	65	59	Noun	food	food	food	"food, canned meat, canned food"	Spam	n07573347	spam%1:13:00::	Spam#1	Spam.n.01	a canned meat made largely from pork	1
spareribs	spareribs	https://imgur.com/IL8bpOv	0	0.97	16230.5	4.76	76	66	0.83	39307		22	Noun	food		food	"food, meat"	spareribs	n07671459	spareribs%1:13:01::	spareribs#2	spareribs.n.02	cut of pork from the rib section with most of the meat trimmed off	1
spark plug	spark_plug	https://imgur.com/sQmqtcu	1	0.97	12711.5	4.66	160					0	#N/A	part of car		part of car	part of car	"spark_plug, sparking_plug, plug"	n04269270	spark_plug%1:06:00::	spark_plug#1	spark_plug.n.01	electrical device that fits into the cylinder head of an internal-combustion engine and ignites the gas by means of an electric spark	1
sparkler	sparkler	https://imgur.com/PKpmSZ0	0	1	14648	4.68	101	194	0.86	27389	21	3	Noun				fireworks	sparkler	n04268969	sparkler%1:06:00::	sparkler#2	sparkler.n.02	a firework that burns slowly and throws out a shower of sparks	1
spatula	spatula	https://imgur.com/MEAEysk	0	0.96	6847	4.96	1212	919	0.86	13874		56	Noun	kitchen tool	kitchen utensil	"kitchen tool, tool"	kitchen tool	spatula	n04270147	spatula%1:06:01::	spatula#1	spatula.n.01	a turner with a narrow flexible blade	1
speaker	speaker	https://imgur.com/AjQVB0x	0	1	4519.5	4.69	17477	12889	0.96	2551		352	Noun				"audio equipment, sound amplifier"	"loudspeaker, speaker, speaker_unit, loudspeaker_system, speaker_system"	n03691459	speaker%1:06:00::	speaker#2	speaker.n.02	electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance	1
spear	spear	https://imgur.com/HvLeo8W	0	0.97	4238	5	2201	2173	0.89	8463	340	232	Noun	weapon	weapon	weapon	weapon	"spear, lance, shaft"	n04270891	spear%1:06:00::	spear#1	spear.n.01	a long pointed rod used as a tool or weapon	1
speedboat	speedboat	https://imgur.com/MUhKi8e	0	1	11317.5	4.87	286	299	0.81	23698	68	27	Noun		vehicle	vehicle	watercraft	speedboat	n04273569	speedboat%1:06:00::	speedboat#1	speedboat.n.01	a fast motorboat	1
speedometer	speedometer	https://imgur.com/F5zqnHg	0	1	13104	4.78	297	235	0.89	25176		12	Noun	part of car		part of car	"part of car, speed measurement device"	"speedometer, speed_indicator"	n04273796	speedometer%1:06:00::	speedometer#1	speedometer.n.01	a meter fixed to a vehicle that measures and displays its speed	1
spider	spider	https://imgur.com/x2HH4vB	0	1	3127	4.97	3608	4215	0.91	5619	671	515	Noun	insect	animal	animal	insect	spider	n01772222	spider%1:05:00::	spider#1	spider.n.01	"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey"	1
spider web	spider_web	https://imgur.com/zB6a8qZ	1	1	12079	4.97	231					0	#N/A				animal habitat	"spider_web, u""spider's_web""]"	n04275363	spider_web%1:06:00::	spider_web#2	spider_web.n.02	a web spun by spiders to trap insect prey	1
spinach	spinach	https://imgur.com/X0zID1Y	0	1	6039	4.77	4139	2819	0.87	7300	199	130	Noun	vegetable	vegetable	"plant, food, vegetable"	vegetable	spinach	n07736692	spinach%1:13:00::	spinach#2	spinach.n.02	dark green leaves; eaten cooked or raw in salads	1
splinter	splinter	https://imgur.com/izmVtdJ	0	1	11840.5	4.41	631	1004	0.9	12926	145	75	Noun				wood fragment	"splinter, sliver"	n09442838	splinter%1:17:00::	splinter#1	splinter.n.01	a small thin sharp bit or wood or glass or metal	1
sponge	sponge	https://imgur.com/pdMGqla	0	1	4820	5	1738	1717	0.92	9489	493	342	Noun				"sea creature, cleaning supply"	sponge	n14597758	sponge%1:27:00::	sponge#1	sponge.n.01	a porous mass of interlacing fibers that forms the internal skeleton of various marine animals and usable to absorb water or any porous rubber or cellulose product similarly used	1
spool	spool	https://imgur.com/uut7WSQ	0	1	11528	4.62	591	627	0.83	17035	55	26	Noun				holder	"bobbin, spool, reel"	n02860415	spool%1:06:00::	spool#1	spool.n.01	a winder around which thread or tape or film or other flexible materials can be wound	1
